40010070,Sistema aplicador de ondas de choque,UN,DIAGNOSTICO POR IMaGENES,0,1
40010071,Equipo de rayos X rodable arco en c - cardiovascular,UN,DIAGNOSTICO POR IMaGENES,0,1
40010072,Equipo de rayos X estacionario - radiografia (potencia media - soporte de techo),UN,DIAGNOSTICO POR IMaGENES,0,1
40010073,Doppler vascular portatil,UN,DIAGNOSTICO POR IMaGENES,0,1
40010074,Equipo de rayos X estacionario - radiografia fluoroscopia digital,UN,DIAGNOSTICO POR IMaGENES,0,1
40010075,Camara gamma spect (dos cabezales),UN,DIAGNOSTICO POR IMaGENES,0,1
40010076,Densitometro oseo,UN,DIAGNOSTICO POR IMaGENES,0,1
40010077,Tomografo computarizado multislice quad,UN,DIAGNOSTICO POR IMaGENES,0,1
40010078,Tomografo computarizado multislice dual,UN,DIAGNOSTICO POR IMaGENES,0,1
40010079,Bomba inyectora de contraste,UN,DIAGNOSTICO POR IMaGENES,0,1
40010080,Monitor de alta resolucion para cineangiografo,UN,DIAGNOSTICO POR IMaGENES,0,1
40010081,Doppler transcraneal,UN,DIAGNOSTICO POR IMaGENES,0,1
40010082,Mesa radiologica fija para equipo de rayos X estacionario,UN,DIAGNOSTICO POR IMaGENES,0,1
40010083,Tomografo computarizado de 2 cortes,UN,DIAGNOSTICO POR IMaGENES,0,1
40010084,Equipo morcelador electromecanico,UN,DIAGNOSTICO POR IMaGENES,0,1
40010085,Equipo cariotipador,UN,DIAGNOSTICO POR IMaGENES,0,1
40010086,Camara gamma spect (dos cabezales)cardiologico,UN,DIAGNOSTICO POR IMaGENES,0,1
40010087,Equipo reenvasadora de liquidos en dosis unitaria,UN,DIAGNOSTICO POR IMaGENES,0,1
40010088,Tomografo computarizado de 16 cortes,UN,DIAGNOSTICO POR IMaGENES,0,1
40010089,Sistema de braquiterapia de alta tasa de dosis (HDR),UN,DIAGNOSTICO POR IMaGENES,0,1
40010090,Litotriptor intracorporeo ultrasonico,UN,DIAGNOSTICO POR IMaGENES,0,1
40010091,Litotriptor intracorporeo electro neumatico,UN,DIAGNOSTICO POR IMaGENES,0,1
40010092,Deteccion de radiacion gamma para cirugia radioguiada,UN,DIAGNOSTICO POR IMaGENES,0,1
40010093,Litotriptor extracorporeo,UN,DIAGNOSTICO POR IMaGENES,0,1
40010094,Angiografo cardiovascular,UN,DIAGNOSTICO POR IMaGENES,0,1
40010095,Angiografo universal de techo,UN,DIAGNOSTICO POR IMaGENES,0,1
40010096,Sistema de digitalizacion radiografico computarizado para chasis con lamina de fosforo,UN,DIAGNOSTICO POR IMaGENES,0,1
40010097,Digitalizador radiografico computarizado para chasis con lamina de fosforo,UN,DIAGNOSTICO POR IMaGENES,0,1
40010098,Panel de operacion remota para radiografia computarizada,UN,DIAGNOSTICO POR IMaGENES,0,1
40010099,Estacion de trabajo para radiografia computarizada,UN,DIAGNOSTICO POR IMaGENES,0,1
40010100,Estacion de visualizacion para radiografia computarizada,UN,DIAGNOSTICO POR IMaGENES,0,1
40010101,Tomografo computarizado de 6 cortes,UN,DIAGNOSTICO POR IMaGENES,0,1
40010102,Càmara gamma portàtil con sistema de cirugìa radioguiada,UN,DIAGNOSTICO POR IMaGENES,0,1
40010103,Equipo detector para cirugia radioguiada,UN,DIAGNOSTICO POR IMaGENES,0,1
40010104,Equipo minimotor perforador con accesorios,UN,DIAGNOSTICO POR IMaGENES,0,1
40010105,Tomografo simulador computarizado,UN,DIAGNOSTICO POR IMaGENES,0,1
40010106,Impresora laser para impresion de pelicula al seco,UN,DIAGNOSTICO POR IMaGENES,0,1
40010107,Ecocardiografo + intracardiaco,UN,DIAGNOSTICO POR IMaGENES,0,1
40010108,"Equipo de rayos X estacionario - radiografia digital en ""U""",UN,DIAGNOSTICO POR IMaGENES,0,1
40010109,Vacuum para biopsia de mama,UN,DIAGNOSTICO POR IMaGENES,0,1
40010110,Ecografo portatil,UN,DIAGNOSTICO POR IMaGENES,0,1
40010111,Ecografo + tee,UN,DIAGNOSTICO POR IMaGENES,0,1
40010112,Equipo de rayos x rodable digital,UN,DIAGNOSTICO POR IMaGENES,0,1
40010113,Equipo de mamografia digital,UN,DIAGNOSTICO POR IMaGENES,0,1
40010114,Tomografo computarizado de 64 cortes,UN,DIAGNOSTICO POR IMaGENES,0,1
40010115,Tomografo computarizado intraoperatorio,UN,DIAGNOSTICO POR IMaGENES,0,1
40010116,Equipo de rayos X estacionario - radiografia digital,UN,DIAGNOSTICO POR IMaGENES,0,1
40010117,Sistema de hemodinamia de 12 a 102 canales,UN,DIAGNOSTICO POR IMaGENES,0,1
40010118,Sistema de digitalizacion cr para equipos de rayos x,UN,DIAGNOSTICO POR IMaGENES,0,1
40010119,Tomografo por emision de positrones (pet) de mama,UN,DIAGNOSTICO POR IMaGENES,0,1
40010120,Sistema de medicion de flujo vascular intraquirurgico,UN,DIAGNOSTICO POR IMaGENES,0,1
40010121,Tomografo computarizado de 128 cortes,UN,DIAGNOSTICO POR IMaGENES,0,1
40030001,Aspirador de secrecion neonatal,UN,OTROS ,0,1
40030002,Aspirador de secrecion portatil,UN,OTROS ,0,1
40030003,Aspirador de secrecion portatil de 2 litros de capacidad,UN,OTROS ,0,1
40030004,Aspirador de secrecion portatil de 3 litros de capacidad,UN,OTROS ,0,1
40030005,Aspirador de secrecion portatil de 4 litros de capacidad,UN,OTROS ,0,1
40030006,Aspirador de secrecion portatil de 5 litros de capacidad,UN,OTROS ,0,1
40030008,Aspirador de secrecion portatil pediatrico,UN,OTROS ,0,1
40030009,Aspirador de secrecion rodable para sala de operaciones,UN,OTROS ,0,1
40030011,Aspirador succion continua e intermitente,UN,OTROS ,0,1
40030012,Audiometro de dos canales,UN,OTROS ,0,1
40030013,Audiometro de un canal,UN,OTROS ,0,1
40030014,Bomba de infusion,UN,OTROS ,0,1
40030017,Bomba de infusion de dos canales (macro y micro),UN,OTROS ,0,1
40030019,Bomba de infusion enteral,UN,OTROS ,0,1
40030020,Bomba de presion,UN,OTROS ,0,1
40030021,Bomba de succion al vacio,UN,OTROS ,0,1
40030022,Bomba de succion pleural,UN,OTROS ,0,1
40030023,Bomba infusora de sangre,UN,OTROS ,0,1
40030024,Bomba infusora de sangre a presion,UN,OTROS ,0,1
40030025,Calentador de fluido,UN,OTROS ,0,1
40030026,Capnografo,UN,OTROS ,0,1
40030028,Cuna calor radiante - sala de partos,UN,OTROS ,0,1
40030029,Cuna calor radiante-uci neonatal,UN,OTROS ,0,1
40030031,Dermatomo electrico,UN,OTROS ,0,1
40030032,Equipo de autotransfusion,UN,OTROS ,0,1
40030033,Equipo de fototerapia con fuente de luz halogena,UN,OTROS ,0,1
40030034,Equipo de fototerapia neonatal,UN,OTROS ,0,1
40030035,Equipo de oxigenoterapia portatil,UN,OTROS ,0,1
40030036,Espaciador antiasmaticos,UN,OTROS ,0,1
40030037,Espirometro portatil computarizado,UN,OTROS ,0,1
40030038,Humedificador,UN,OTROS ,0,1
40030039,Impresora termica para timpanometro,UN,OTROS ,0,1
40030040,Incubadora de transporte standard,UN,OTROS ,0,1
40030041,Incubadora de transporte uci,UN,OTROS ,0,1
40030043,Incubadora neonatal-standard,UN,OTROS ,0,1
40030045,Incubadora neonatal-uci,UN,OTROS ,0,1
40030047,Lampara quirurgica de techo de intensidad alta,UN,OTROS ,0,1
40030049,Lampara quirurgica de techo de intensidad media,UN,OTROS ,0,1
40030052,Lampara quirurgica rodable,UN,OTROS ,0,1
40030054,Maletin de reanimacion adulto,UN,OTROS ,0,1
40030055,Maletin de reanimacion-pediatrico/neonatal,UN,OTROS ,0,1
40030060,Maquina de anestesia con sistema de monitoreo completo,UN,OTROS ,0,1
40030061,Maquina de anestesia - 1 vaporizador con sistema de monitoreo basico,UN,OTROS ,0,1
40030062,Maquina de anestesia con 2 vaporizadores con sistema de monitoreo basico,UN,OTROS ,0,1
40030064,Mesa de operaciones electrica de uso basico,UN,OTROS ,0,1
40030065,Mesa de operaciones mecanica hidraulica,UN,OTROS ,0,1
40030066,Nebulizador,UN,OTROS ,0,1
40030068,Nebulziador ultrasonico,UN,OTROS ,0,1
40030070,Perfusor de jeringa,UN,OTROS ,0,1
40030071,Pulsioximetro,UN,OTROS ,0,1
40030072,Pulsioximetro adulto/pediatrico/neonatal,UN,OTROS ,0,1
40030073,Pulsioximetro  con ecg,UN,OTROS ,0,1
40030074,Pulsioximetro con onda pletismografica,UN,OTROS ,0,1
40030075,Pulsioximetro neonatal,UN,OTROS ,0,1
40030076,Resucitador manual adulto,UN,OTROS ,0,1
40030077,Resucitador manual neonatal,UN,OTROS ,0,1
40030078,Sistema de presion positiva o continua en la via aerea nasal (CPAP),UN,OTROS ,0,1
40030079,Vacum extractor,UN,OTROS ,0,1
40030080,Vaporizador calibrado isoflorane,UN,OTROS ,0,1
40030081,Vaporizador de halotano,UN,OTROS ,0,1
40030083,Ventilador ciclado por presion,UN,OTROS ,0,1
40030085,Ventilador de transporte,UN,OTROS ,0,1
40030087,Ventilador neonatal pediatrico ciclado por tiempo limitado por presion,UN,OTROS ,0,1
40030088,Ventilador para maquina de anestesia,UN,OTROS ,0,1
40030090,Ventilador volumetrico adulto-pediatrico,UN,OTROS ,0,1
40030091,Aspirador de secrecion rodable de 2 litros de capacidad,UN,OTROS ,0,1
40030092,Aspirador de secrecion rodable de 3 litros de capacidad o mas,UN,OTROS ,0,1
40030093,Aspirador portatil,UN,OTROS ,0,1
40030094,Audiometro portatil,UN,OTROS ,0,1
40030095,Bomba de infusion de jeringa,UN,OTROS ,0,1
40030096,Bomba de infusion volumetrica,UN,OTROS ,0,1
40030097,Cabina audiometrica,UN,OTROS ,0,1
40030098,Equipo de transferencia automatica de pacientes,UN,OTROS ,0,1
40030099,Flujometro de oxigeno empotrado,UN,OTROS ,0,1
40030100,Lampara quirurgica portatil para sala de operaciones,UN,OTROS ,0,1
40030101,Maletin resucitador para emergencia,UN,OTROS ,0,1
40030102,Perfusor,UN,OTROS ,0,1
40030103,Ventilador volumetrico + pcv basico,UN,OTROS ,0,1
40030104,Mesa de operaciones hidraulica de uso basico + traumatologia,UN,OTROS ,0,1
40030105,Maquina de anestesia con sistema de monitoreo basico digital,UN,OTROS ,0,1
40030106,Aspirador de secrecion pleural,UN,OTROS ,0,1
40030107,Aspirador de secrecion rodable,UN,OTROS ,0,1
40030108,Bomba de infusion de dos canales (macro),UN,OTROS ,0,1
40030109,Bomba de infusion de un canal (macro y micro),UN,OTROS ,0,1
40030110,Capnografo con pulsioximetro,UN,OTROS ,0,1
40030111,Equipo de oxigenoterapia,UN,OTROS ,0,1
40030112,Maletin de reanimacion de transporte,UN,OTROS ,0,1
40030113,Maletin de reanimacion adulto,UN,OTROS ,0,1
40030114,Maletin de reanimacion adulto/pediatrico,UN,OTROS ,0,1
40030115,Maletin de reanimacion pediatrico,UN,OTROS ,0,1
40030116,Maquina de anestesia con sistema de monitoreo completo + gasto cardiaco,UN,OTROS ,0,1
40030117,Maquina de anestesia con sistema de monitoreo completo + gasto cardiaco y pantalla remota,UN,OTROS ,0,1
40030118,Pulsioximetro Adulto,UN,OTROS ,0,1
40030119,Pulsioximetro pediatrico,UN,OTROS ,0,1
40030120,Pulsioximetro pediatrico/neonatal,UN,OTROS ,0,1
40030121,Ventilador neonatal,UN,OTROS ,0,1
40030122,Ventilador volumetrico + pcv avanzado,UN,OTROS ,0,1
40030123,Maletin de resucitacion neonatal,UN,OTROS ,0,1
40030124,Regulador de succion,UN,OTROS ,0,1
40030125,Unidad de aire comprimido medicinal,UN,OTROS ,0,1
40030126,Unidad de oxigeno medicinal,UN,OTROS ,0,1
40030127,Unidad de succion fija para conectar a la red de vacio,UN,OTROS ,0,1
40030128,Unidad de succion rodable para conectar a la red de vacio,UN,OTROS ,0,1
40030129,Ventilador volumetrico adulto-pediatrico para altura,UN,OTROS ,0,1
40030130,Equipo de urodinamia,UN,OTROS ,0,1
40030131,Manifold de oxigeno medicinal,UN,OTROS ,0,1
40030132,Nebulizador portatil,UN,OTROS ,0,1
40030133,Bomba de alimentacion enteral,UN,OTROS ,0,1
40030134,Bomba de infusion dual,UN,OTROS ,0,1
40030135,Incubadora de cultivo 35 a 60 lts.,UN,OTROS ,0,1
40030136,Lampara quirurgica de techo simple,UN,OTROS ,0,1
40030137,Sistema de alarmas para oxigeno,UN,OTROS ,0,1
40030138,Sistema de oxigenoterapia controlada,UN,OTROS ,0,1
40030139,Unidad de aire comprimido medicinal Con dos salidas,UN,OTROS ,0,1
40030140,Unidad de succion por venturi,UN,OTROS ,0,1
40030141,Sistema de oxigeno,UN,OTROS ,0,1
40030142,Unidad de otorrinolaringologia,UN,OTROS ,0,1
40030143,Tromboelastografo,UN,OTROS ,0,1
40030144,Unidad de oxido nitroso,UN,OTROS ,0,1
40030145,Monitor de mecanica ventilatoria para ventilador,UN,OTROS ,0,1
40030146,Aspirador ultrasonico para neurocirugia,UN,OTROS ,0,1
40030147,Calentador de soluciones de alto flujo,UN,OTROS ,0,1
40030148,Mesa de operaciones electrica de uso basico + traumatologia,UN,OTROS ,0,1
40030149,Ventilador neonatal + alta frecuencia,UN,OTROS ,0,1
40030150,Ventilador no invasivo,UN,OTROS ,0,1
40030151,Ventilador volumetrico especializado,UN,OTROS ,0,1
40030152,Maquina de anestesia con sistema de monitoreo basico manual,UN,OTROS ,0,1
40030153,Maletin de soporte basico de vida,UN,OTROS ,0,1
40030154,Ventilador oscilatorio de alta frecuencia adulto,UN,OTROS ,0,1
40030155,Oximetro de pulso de dedo,UN,OTROS ,0,1
40030156,Equipo digital de drenaje toraxico,UN,OTROS ,0,1
40030157,Cortador ultrasonico de hueso,UN,OTROS ,0,1
40050001,Afilador de cuchillas Para microtomo,UN,LABORATORIO,0,1
40050002,Agitador de bolsa de sangre,UN,LABORATORIO,0,1
40050003,Agitador de bolsa de sangre modulo de agitacion suave y continua de bolsa de sangre,UN,LABORATORIO,0,1
40050005,Analizador de gases en sangre,UN,LABORATORIO,0,1
40050006,Analizador de gases y electrolitos,UN,LABORATORIO,0,1
40050008,Analizador de hemoglobina,UN,LABORATORIO,0,1
40050011,Bano maria 10-15 litros,UN,LABORATORIO,0,1
40050015,Cabina de flujo laminar de mesa,UN,LABORATORIO,0,1
40050016,Cabina de flujo laminar vertical 4 pies,UN,LABORATORIO,0,1
40050018,Campana de flujo laminar,UN,LABORATORIO,0,1
40050019,Campana extractora de gases,UN,LABORATORIO,0,1
40050020,Centrifuga para microhematocrito,UN,LABORATORIO,0,1
40050022,"Centrifuga -  3,500 rpm",UN,LABORATORIO,0,1
40050023,Centrifuga de mesa angulo fijo,UN,LABORATORIO,0,1
40050024,Centrifuga de mesa  16-18 tubos,UN,LABORATORIO,0,1
40050025,Centrifuga de mesa  6-8 tubos,UN,LABORATORIO,0,1
40050026,Centrifuga de mesa - 400 a 1500 ml,UN,LABORATORIO,0,1
40050027,Centrifuga de mesa - 400 a 750 ml,UN,LABORATORIO,0,1
40050031,Centrifuga de mesa -  90 a 120 ml,UN,LABORATORIO,0,1
40050032,Centrifuga de mesa de 48 tubos,UN,LABORATORIO,0,1
40050033,Centrifuga de pie 1 a 2 litros,UN,LABORATORIO,0,1
40050034,"Centrifuga de pie - 5,000 rpm",UN,LABORATORIO,0,1
40050036,Centrifuga refrigerada para bolsa de sangre,UN,LABORATORIO,0,1
40050037,"Centrifuga refrigerada -  7,000 rpm",UN,LABORATORIO,0,1
40050038,Centrifuga refrigerada de pie,UN,LABORATORIO,0,1
40050039,Citocentrifuga,UN,LABORATORIO,0,1
40050040,Coagulometro de sangre total heparinizada,UN,LABORATORIO,0,1
40050041,Coagulometro de plasma,UN,LABORATORIO,0,1
40050042,Congelador vertical de -20°c (16-24 p3),UN,LABORATORIO,0,1
40050043,Conservadora banco de sangre,UN,LABORATORIO,0,1
40050044,Contador gamma,UN,LABORATORIO,0,1
40050045,Contador manual de celulas,UN,LABORATORIO,0,1
40050047,Criostato para cortes por congelacion,UN,LABORATORIO,0,1
40050048,Densimetro,UN,LABORATORIO,0,1
40050049,Dispensador para parafina,UN,LABORATORIO,0,1
40050051,Equipo automatizado sistema elisa,UN,LABORATORIO,0,1
40050052,Espectrofotocolorimetro Digital,UN,LABORATORIO,0,1
40050053,Espectrofotometro,UN,LABORATORIO,0,1
40050054,Espectrofotometro de alto rango p/uv,UN,LABORATORIO,0,1
40050055,Espectrofotometro digital,UN,LABORATORIO,0,1
40050057,Espectrofotometro ultravioleta visible de barrido computarizado,UN,LABORATORIO,0,1
40050058,Esterilizador a calor seco Capacidad  50 litros.,UN,LABORATORIO,0,1
40050059,Estufa 35 a 55 lts.,UN,LABORATORIO,0,1
40050060,Estufa electrica 90-140 litros,UN,LABORATORIO,0,1
40050062,Fotometro por reflexion,UN,LABORATORIO,0,1
40050063,Glucometro para determinacion de glucosa,UN,LABORATORIO,0,1
40050065,Incubadora de cultivo 20 a 38 lts.,UN,LABORATORIO,0,1
40050066,Incubadora de cultivo 90-140 litros,UN,LABORATORIO,0,1
40050068,Medidor de ph,UN,LABORATORIO,0,1
40050069,Microtomo de rotacion,UN,LABORATORIO,0,1
40050070,Refrigeradora de banco de sangre 20-28 pies cubicos,UN,LABORATORIO,0,1
40050071,Refrigeradora para banco de sangre,UN,LABORATORIO,0,1
40050072,Refrigeradora para banco de sangre 28-38 pies cubicos,UN,LABORATORIO,0,1
40050074,Refrigeradora para laboratorio,UN,LABORATORIO,0,1
40050075,Rotador de plaquetas 48 bolsas,UN,LABORATORIO,0,1
40050076,Sistema para pruebas en placas,UN,LABORATORIO,0,1
40050077,Coagulador,UN,LABORATORIO,0,1
40050078,Congeladora horizontal,UN,LABORATORIO,0,1
40050079,Flotador de tejido,UN,LABORATORIO,0,1
40050080,Lavador de tubos,UN,LABORATORIO,0,1
40050081,Ph metro,UN,LABORATORIO,0,1
40050082,Analizador de electrolitos,UN,LABORATORIO,0,1
40050083,Analizador de gases y electrolitos y lactato,UN,LABORATORIO,0,1
40050084,Centrifuga para microhematocrito 14000 rpm,UN,LABORATORIO,0,1
40050085,Contador manual de celulas,UN,LABORATORIO,0,1
40050086,Criostato oftalmologico,UN,LABORATORIO,0,1
40050087,Microcentrifuga para microhematocrito,UN,LABORATORIO,0,1
40050088,Procesador automatico de tejidos,UN,LABORATORIO,0,1
40050089,Centrifuga refrigerada de mesa,UN,LABORATORIO,0,1
40050090,Agitador vortex,UN,LABORATORIO,0,1
40050091,Balanza analitica - 100 a 210 g,UN,LABORATORIO,0,1
40050092,Densitometro automatizado,UN,LABORATORIO,0,1
40050093,Rotador orbital,UN,LABORATORIO,0,1
40050094,"Centrifuga -  5,600 rpm",UN,LABORATORIO,0,1
40050095,Contador de celulas digital,UN,LABORATORIO,0,1
40050096,Bano maria - 100 grados,UN,LABORATORIO,0,1
40050097,Electronistagmografo,UN,LABORATORIO,0,1
40050098,Analizador de gases y electrolitos portatil,UN,LABORATORIO,0,1
40050099,Reflectometro para hemoglucotest,UN,LABORATORIO,0,1
40050100,Contador celular electronico,UN,LABORATORIO,0,1
40050101,Centrifuga refrigerada para banco de sangre,UN,LABORATORIO,0,1
40050102,Campana de flujo laminar vertical,UN,LABORATORIO,0,1
40050103,Analizador de BOD (demanda bioquimica de oxigeno),UN,LABORATORIO,0,1
40050104,Incubadora refrigerada,UN,LABORATORIO,0,1
40050105,Sistema para analisis de calidad de agua,UN,LABORATORIO,0,1
40050106,Reflectometro para control de diabetes,UN,LABORATORIO,0,1
40050107,Impresora para espectrofotometro,UN,LABORATORIO,0,1
40050108,Tanque nodriza de nitrogeno liquido,UN,LABORATORIO,0,1
40050109,Tanque de almacenamiento con nitrogeno liquido,UN,LABORATORIO,0,1
40050110,Tanque de almacenamiento de criogenico,UN,LABORATORIO,0,1
40050111,Centrifuga de mesa - 750 a 1100 ml,UN,LABORATORIO,0,1
40050112,Congelador vertical de -20°c ( 9-16 p3),UN,LABORATORIO,0,1
40050113,Congelador vertical de -70°c ( 9-16 p3),UN,LABORATORIO,0,1
40050114,Reflectometro para urianalisis,UN,LABORATORIO,0,1
40050115,Fotometro digital,UN,LABORATORIO,0,1
40050116,Bilirrubinometro,UN,LABORATORIO,0,1
40050117,Sistema de inclusion de parafina,UN,LABORATORIO,0,1
40050118,Bano maria 15-25 litros,UN,LABORATORIO,0,1
40050119,Turbidimetro,UN,LABORATORIO,0,1
40050120,Lector de aglutinaciones,UN,LABORATORIO,0,1
40050121,Descongelador de plasma,UN,LABORATORIO,0,1
40050122,Congelador vertical de muy baja temperatura,UN,LABORATORIO,0,1
40050123,Incubadora de cultivo 700 a 800 litros,UN,LABORATORIO,0,1
40050124,Equipo de test del aliento,UN,LABORATORIO,0,1
40050125,Congelador vertical de -70°c ( 17 p3 a mas),UN,LABORATORIO,0,1
40050126,Refrigerador ice line,UN,LABORATORIO,0,1
40050127,Refrigeradora de medicamentos para farmacia de 15 a 25 pies cubicos,UN,LABORATORIO,0,1
40050128,Balanza analitica - 0 a 50 g,UN,LABORATORIO,0,1
40050129,Equipo de hibridizacion y desnaturalizacion,UN,LABORATORIO,0,1
40050130,Equipo automatizado para biologia molecular,UN,LABORATORIO,0,1
40050131,Termociclador para PCR,UN,LABORATORIO,0,1
40050132,Analizador de inmunoensayos para monitoreo de drogas inmunosupresores,UN,LABORATORIO,0,1
40050133,Microcentrifuga refrigerada,UN,LABORATORIO,0,1
40050134,Agitador de plaquetas con incubadora,UN,LABORATORIO,0,1
40050135,Refrigerador-congelador ice line,UN,LABORATORIO,0,1
40050136,Refrigeradora para banco de sangre 15 a 25 pies,UN,LABORATORIO,0,1
40050137,Incubadora de cultivo 50 a 110 litros,UN,LABORATORIO,0,1
40050138,Rotador clinico serologico,UN,LABORATORIO,0,1
40050139,Equipo automatizado para aferesis de flujo continuo,UN,LABORATORIO,0,1
40050140,Aglutinoscopio,UN,LABORATORIO,0,1
